11,13,12,3,1,2,3,10,1,1,1,20,18,22,8,3,13,8,12135,1754554428.9885426
9,4,1,10,0,12,16,1,7,1,6,3,3,2,3,1,3,2,12136,1754554428.989582
4,19,4,14,0,12,25,1,9,12,2,6,3,35,9,9,9,5,12134,1754554429.3233097
10,7,10,7,2,3,5,2,2,2,12,11,10,7,7,30,11,20,12135,1754554429.325322
4,2,2,29,1,16,1,3,2,18,8,3,2,5,1,6,3,5,12136,1754554429.3273206
2,10,1,8,1,4,9,5,11,1,3,4,13,38,10,3,17,46,12134,1754554429.657208
19,5,5,3,2,0,1,3,5,11,7,4,0,9,4,14,38,8,12135,1754554429.6582036
2,11,0,33,0,0,2,4,19,7,1,2,13,1,4,2,0,2,12136,1754554429.6602075
3,6,2,19,4,8,23,1,6,4,19,14,18,1,11,3,7,53,12134,1754554429.991872
10,3,2,7,1,1,1,0,8,6,1,6,2,8,1,9,8,7,12135,1754554429.9948866
0,20,2,3,6,5,3,16,23,7,1,7,13,2,1,4,10,4,12136,1754554429.9970083
10,6,24,27,2,18,4,3,5,10,26,12,26,8,14,0,15,28,12134,1754554430.325201
0,8,21,2,4,1,4,5,15,1,13,17,12,7,2,5,10,15,12135,1754554430.3270943
2,22,1,5,4,13,2,11,13,9,0,1,0,3,3,12,3,6,12136,1754554430.3290951
16,1,18,2,2,23,4,3,7,4,10,1,7,19,7,3,31,29,12134,1754554430.6603286
2,7,30,10,4,4,3,8,9,4,15,5,5,3,3,3,2,12,12135,1754554430.6623309
4,12,8,11,9,3,3,11,17,8,3,4,3,9,4,7,2,6,12136,1754554430.665419
14,1,7,0,12,14,2,18,3,1,7,7,14,1,0,10,21,12,12134,1754554430.994139
3,13,2,9,3,10,3,6,2,5,3,12,12,2,9,30,12,6,12135,1754554430.9971354
2,8,6,10,13,2,7,14,28,6,9,2,7,11,3,5,20,1,12136,1754554430.999136
18,4,2,19,4,11,1,19,2,0,5,9,13,22,9,11,26,13,12134,1754554431.326936
8,7,0,4,2,12,6,5,4,4,3,8,25,14,0,10,6,9,12135,1754554431.328451
3,11,2,26,9,3,1,15,5,4,8,1,4,2,6,7,6,0,12136,1754554431.330865
14,2,9,28,5,22,1,2,1,8,2,7,8,28,3,4,14,15,12134,1754554431.6622589
1,31,0,13,14,0,4,4,9,4,7,1,31,11,8,7,5,9,12135,1754554431.6643603
3,2,0,20,2,13,1,12,3,2,5,4,11,8,3,6,10,0,12136,1754554431.6653552
7,8,26,22,9,22,8,14,4,3,13,1,5,7,18,2,17,9,12134,1754554431.996758
6,34,2,10,14,5,4,1,9,9,21,2,23,0,2,26,6,22,12135,1754554431.9987628
1,9,2,1,21,20,2,3,4,8,0,1,1,5,3,2,1,16,12136,1754554432.0007756
20,12,1,15,4,4,12,6,6,4,4,14,10,31,20,8,58,6,12134,1754554432.3301713
12,10,3,1,6,3,1,1,14,9,27,13,6,19,1,36,6,13,12135,1754554432.332149
8,1,3,6,11,22,3,5,4,0,7,3,8,4,3,0,4,13,12136,1754554432.333163
3,5,13,10,7,15,7,4,2,1,4,6,9,26,11,25,38,13,12134,1754554432.6629283
0,13,2,9,5,4,3,1,0,6,2,12,4,1,1,13,7,6,12135,1754554432.6641269
6,21,6,21,14,18,5,1,0,1,0,0,6,6,0,15,8,1,12136,1754554432.664667
16,9,10,9,3,20,1,1,6,8,10,6,12,16,3,23,10,5,12134,1754554432.9973905
3,1,1,3,1,17,3,3,20,2,19,8,11,23,0,33,13,1,12135,1754554432.9998221
1,3,6,23,4,3,1,8,2,1,1,1,2,7,2,8,0,6,12136,1754554433.0018365
8,3,4,0,6,17,6,12,7,0,17,2,2,30,4,14,1,35,12134,1754554433.3451028
3,2,6,9,27,16,5,6,27,6,8,6,12,2,34,22,11,10,12135,1754554433.346102
10,3,13,27,5,27,9,6,2,3,3,2,11,6,5,9,18,4,12136,1754554433.3471003
3,1,1,3,5,4,12,3,12,4,1,21,2,36,0,17,8,40,12134,1754554433.680465
6,2,6,8,3,10,0,6,0,4,2,16,21,1,5,6,5,12,12135,1754554433.682257
5,4,3,15,5,16,8,15,18,5,17,2,17,2,12,4,18,8,12136,1754554433.6842408
2,14,0,12,4,17,9,4,18,1,26,0,4,21,2,21,6,17,12134,1754554434.0134559
2,21,6,0,25,11,1,16,7,8,2,8,12,25,2,1,4,3,12135,1754554434.0154593
3,10,3,14,5,2,4,2,1,5,11,1,9,6,7,2,6,2,12136,1754554434.0166507
5,4,2,13,7,10,1,18,6,1,15,2,11,23,31,13,29,17,12134,1754554434.34917
1,17,1,4,0,12,13,9,2,7,1,0,18,24,32,16,0,9,12135,1754554434.35117
14,5,15,3,8,10,1,1,4,15,5,2,11,1,2,3,3,7,12136,1754554434.3531823
10,12,6,5,1,3,4,28,22,4,6,19,5,42,30,12,21,29,12134,1754554434.6840036
3,3,5,2,1,8,8,1,2,6,11,4,0,0,1,37,11,34,12135,1754554434.686501
2,1,15,2,2,11,3,1,18,4,24,11,14,3,8,3,5,4,12136,1754554434.6884978
3,10,9,13,3,2,6,29,24,4,14,22,26,22,14,1,2,13,12134,1754554435.016799
7,20,1,13,1,11,9,6,3,2,4,2,2,13,2,28,17,21,12135,1754554435.017798
4,8,2,7,3,10,3,4,7,13,20,10,9,4,5,3,1,3,12136,1754554435.0187967
0,9,15,13,11,20,7,6,9,5,3,28,1,11,32,14,17,13,12134,1754554435.352141
4,9,1,14,5,13,2,6,3,2,20,16,26,11,4,3,24,7,12135,1754554435.3541422
6,2,12,4,6,0,4,2,4,4,4,5,1,5,2,6,2,6,12136,1754554435.3561366
